ratings,comments
4,Very nice  
5,It Looks very good.  
5,Nice product 😊👍🏻  
5,Good product  
4,I liked it so much❤️❤️  
4,Good prodct  
5,Very excellent product  
4,Very nice  
5,This product is very nice  
5,Totally Awesome product  
5,Just wao  
5,It's good for the price I got it for but it felt a little cheap just out of the box at first.  
5,Like  
1,Not good  
4,It's look nice and comfortable watch  
1,The watch strap pin quality very worst..  
5,This product is very nice  This product la Night la time paka light ella it's a my problem  
5,Super item  
5,Look like good 😊  
5,The watch is giving a new look when compared to other wrist watches. It is price worthy. I am fully satisfied. I am a retired person but it is suitable for me also. I wish you and your team a good success in the days to come with your scintillating performance.  
5,Good  
4,Really I proud this product purchase. Good.  
3,Good for this price  
5,NICE QUALITY 🥰👍.  
5,"Very good watch, good design, value for money  "
1,What a waste of money 😐  
2,Watch mirror very poor  
3,Just ok  
4,Very nice 👍  
5,Very nice product  
5,Ok  
3,Bad quality.. Battery is suddenly damaged  
5,Not bad 👍 great👍 thank you Flipkart💛  
3,Nice  
5,Super  
5,All of the best watch  
1,Worst product ever..  
3,Good quality  
5,It's wow  
5,Good  
5,Nice watch  
4,Love this watch 😍  
4,Cool watch'  
3,Good item and value of money  
3,average but it's a nice looking  
5,Excellent  
1,Very bad  
5,Good design superb at low price  
5,Very beautiful for boys and girls thanks Flipkart for this beautiful product  
5,Super  
5,Good  
1,Prod quality is too low.  
1,Waste of money  
5,Super  
3,Good and excellent only for 6 months  
5,Very Good quality watch  
5,"Superb watch ,look like premium watch on hand...must try once  "
3,Decent  
5,Worth it  
5,Good  
5,Nice  
4,Best product problem is you sell big  
5,This product is very good  
2,Avg  
4,super  
5,Nice products  
5,Nyc product  
5,I liked product product is much quality year and month  
5,Good product  
5,Supper... Tq Flipkart  
2,This wacth no work  
4,Best to the price #stylish one  Comparing to other best#quality  I'm satisfied  
5,Nice watch  
5,Awesome  
4,Nice  
5,Nice  
3,Cell life is not much  
4,Nice  
2,But quality  
5,Good  
4,It's awesome but it's not water resistant  
1,Worry worst not running this product  
5,Good  
1,Watch is not running  
5,Good  
3,Very nice  
3,Not nice for me the watch is not in working condition so it was so so bad only I think but was noc look  
5,Super  
4,Good watch  
1,The watch worked when I opened the package due to low battery so I used to change the battery then the watch is working perfectly but I like the design....  
5,Very nice  
4,Sarvie GOOD quality  
4,Good one  
5,Nice watch  
5,Wonderful products  
4,Nice product  
3,It's good but small little crack  
5,aswm wath small price  
1,don't buy  
5,Oceam product  
5,Beautiful watches for men  
4,Value for money  
5,Superb  
5,Good  
4,Good looking  
5,Good product ? best watch  
3,Not good but delivery boy behavior good  
5,Nice product looks good on children item look branded  
5,Nice watch  
5,Very good product  
4,Good product  
4,Nice  
5,Nice product  
5,Delhivary boy is good  
5,I love it  
4,VERY GOOD  
4,Good product not great but good  
5,Wow super osm  
5,Nice👌👌👍  
2,Watch is good in design but quality is not good quality is bad  
4,Not bad  
5,It's a osm product in less value  
5,Its an awesome watch.i like it  
5,Very good condition  
5,Super watch  
5,Very good product  
5,Is best watch  
3,Nice product and thanks you Flipkart  
5,Good super 👌 👍👍  
5,Nice kadiii  
5,Good products  
5,FASTER AGAIN  
1,Very bad product after received I spent more money to repair it quality in flipkart surprised  
5,Product quantity is best  
5,Good  
4,super model but not water proof  
5,It's amazing .  
4,Nice  
5,Fabulous watch at very low price 👌🏻  
1,Cheap brand  
4,Amazing 🤩  Value of money 💰  
4,I like it..  
3,Good  
5,Good delivery ...nice..  
4,this which is perfect within this price just go for it without any hesitation its out and its design quality is better than other and it is very good as is very smooth  
5,Good  
1,Waste product. Don't buy  
5,Very Nice product  
5,It's awesome  
1,It's not working and damaged pieces  
5,Off  
4,Nice  
1,Really bad quality waste of money  
5,Nice  
5,Good products in low range  
5,Nice looking watch but it's dial is getting loose after 2 Or 4 months  
3,Just Using But Not over Good  
4,nice watch.thank u flipkart  
5,Super  
5,goat product  
5,Good 👌  
5,Nice and beautiful  
5,Nice sachi  
5,Very nice  
4,Nice one  
5,Super  
3,Not good  
4,"Good one. But the strap is dull...I would have loved it,if it had glimmer  "
5,Very good but the design and style i liked it....  
1,Very bad quality. Strap pin lost. Don't go for this. Waste of money...  
5,Very fantastic product  
5,Value for money  
4,Excellent product by flipkart  
5,Best  
5,Great product  Thank you #flip kart  
3,Good  
5,Nice watch  
1,Not good  
5,Loved it  
5,Watch is fantastic... But the battery is not running.... Watching is not running  
4,👌👍🖤🆗  
5,Super  
5,Good watch for this price  
4,Nice  
5,It is nice product I like very much  
1,"Not good,got damaged within 1week  "
5,Better product 👌  
4,Super  
4,Really super  
1,worst watch'  
3,Bad  
5,Bxhy dul until by dul by Flynn  
4,Worth for money 😍 😍  
5,Nice  
5,so good product  
1,Very bad quality  
4,Nice product 👌  
1,Bad item don’t buy  
3,Not as expected. The dial is not properly seen in dark. Not so attractive as shown in the picture.  
1,don't recommended  very bad  Quality is very very bad  
3,gd  
5,Worth for money  
5,Good but not out standing  
4,Not good okkk  
5,Very good  
5,Its very comfortable and looks cool  
5,Enjoy you time  
1,Worst watch  
5,So cute  
5,I like it  
5,Nice watch at this price.  I love it.  
5,Very nice as compared to price ... Unique stylish and looks premium....  
3,Waste of money  
5,Good  
5,NYC watch  
5,Amazing  
1,god but machine problem  
3,Quality is poor  
5,Good product  
5,super very good design  
4,Loving🔥✨it's amazing to see it on my hand  
2,Bad item  
5,Good  
4,Good products  
5,Best which  
1,aftar 2 days time adjectar broken..  
5,Osm product  
5,He is best watch  
5,Good  
4,Wow osm watch nice comfortable....  
5,It's cool watch  
5,"No more discussion,buy the product-get the experience.❤  "
4,Simply super  
5,It is super but it stucks sometime  
5,Good looking product  
4,Good  
4,Superb  
5,Nice look  
1,Don’t buy this watch wast cash  
5,Awesome  
1,Vary bad  
5,𝓥𝓮𝓻𝔂 𝓰𝓸𝓸𝓭 𝓹𝓻𝓸𝓭𝓾𝓬𝓽  𝓣𝓱𝓪𝓷𝓴𝓼 𝓯𝓵𝓲𝓹𝓬𝓪𝓻𝓽  
5,Flipkart osawm gifts  
5,Simply awesome  
5,Osm product and service..  Thanks to Flipkart  
5,Really good  
4,Nice......  
5,Super watch  
3,Nice product  
5,good  
5,Good condition and no more scratches.  
5,Osm watch stylish watch best product  
2,Watch Sundar hai but watch ki belt khula huya tha...lost my money...☹️  
5,Nice  
1,I am not happy  
3,Nice to super  
5,best watch value for money product tq sellr and flipkart  
4,Good Product. But the battery was dead.  
5,for kids more knowlogable in respect to needle.  
4,Nice one  
5,"Worth to buy it , I loved it alot?  "
3,Really nice  
3,It is worth to buy the quality is good and look is awesome  
4,nice  
5,nyc watch...  
5,It's a nice product  
5,It's amazing and cheap  
5,Best in this price  
3,Nice looks... stopped working after 1 day  
5,Ilike this watch  
4,Nice product  
4,Nice  
5,Nice  
4,we use a big size in this waych  
5,Good product  
4,Good product  
5,Nice  
4,It is nice warch  
5,Delivery boy so excellent person  
5,amazing products and nice watch.  
5,Nice  
5,Superb  
3,Not so good but it's okay with this price  
4,Nice product.........  
5,Very very nice product in this price and so beautiful also  
5,exlent whach  
5,Good very very nice  
4,Good..  
5,I'm Happy & Very Good Product 👍  
4,Nic products  
5,very good product. the photo doesnt do justice to the watch. the silver and gold tones make it look really nice. delivery was super fast  
5,got he watch much before the expected date this is very nice sophisticated watch looks much better than photo here..and worth the price ..flipkart nice work guys  
5,good product  
5,Smart looks and Superb Quality..!  
5,love it....  
4,awesome watch...my father loved it...thank u Flipkart...  
5,brilliant product 🙂  
5,Value of money.  Just wow 🤩🤩  
4,The watch was nice to see on my friend's wrist...❤  Luv d frnd nd luv d watch too..😊😍  
1,"Never go to Titan watches.after having problems in my watch I went to Titan service center near kutchery chowk, raipur (chhattisgarh). They told me you can't get benefits of warranty. We don't provide warranty on online products.i have a warranty card without any seal and signature of Titan franchise. Why the service center approve the invoice. Will you explain.... Or I am gonna stop purchasing from this online flipkart.i know it's not gonna affect to flipkart if they lose one of his regular ...  "
5,very nice product....  
4,Its good product in titan and good design and so good product  
5,very nice watch..  
5,Awesom and original product and price also in budget.happy with this product.  
5,"It's very beautiful , got it only 1921, my father like it.  "
5,Nice look  
5,Very nice looking 👌  
5,The watch is very nice. I would tell people to buy the watch Titan's trust is with you.  
5,go for it  
5,Nice watch......I m happy with this product  
4,Good product  
5,Very very nice watch look like a bracelet delivery on time and photo of this watch is not so good as shown by flipcart bt watch is more attractive so u can by this product blindly  
5,Very nice and good looking  
5,"Not bad, good  "
4,Not bad  
5,super  
5,Great delivery thanks flipkart..  
5,product wise it's good .but look feel.wise not as much you aspected.  
5,Nice one  
5,Nice product at this price range...i love it  
5,Good product  
4,Value of money and quality  
4,Nice looking  
4,nice  
4,aesthetic look  
4,nice  
4,nice product  
4,nice and good looking product  
4,nice but not great  
4,Nice....  
4,note expected one  
4,nice  
5,perfect looks n length... overall great watch  
5,Very Good And Stylish watch.  Finishing quality is so Good.  
5,Very very premium look ... Received as shown ... Looks beautiful ... Loved it ... Thanks Flipkart and the Seller ...  
5,Good watch nice look good quality  Thanks for flipkart service  
5,Very very very nice I like it.  
5,Very nice  
5,Super watch  
5,Super 👌  
1,Worst packing... Not achieved expectations...  
1,verry bad  
5,Nice product..  
5,best products  
5,Osm watch. My husband love it  
5,thanks  
5,Good product  
5,nice one  
5,awesome product.  
4,Nice looking  
5,Superb watch/Classy look.  
5,Number One  
5,nice  
5,good quality  
4,nice  
5,super  
5,"Awesome, Fabulous, Gorgeous, Beautiful also increase the personality of a Person Thank you ....  "
5,nice product in this range  
5,Best deal.  
5,Very good watch  
5,nice watch  
5,nice  
4,aesthetic look  
5,Good  
3,Good watch  
5,iam very satisfied  
5,very nice looking  
5,More than expectations  
5,As expected.  
5,excellent design  
5,Goood Dilevery. thank you flipkart and dilevery boy too.  
5,Very nice  
5,Excellent..  
5,super asom product  
4,nice  
4,nice product  
4,nice and good looking product  
5,Looks nice  
5,Awesmmmm product dil khush hogya  
5,nice  
5,Nice item in good price  
5,very nice product.... look awesome & on time delivery from flipkart....  
5,Awsmm product  
5,"Got it for rs.1675, value for money  "
4,nice but not great  
4,Nice....  
5,quality best  
4,note expected one  
3,Nice  
4,It's osm...😍😍😍 loveit  
5,Good product  
4,Good  
5,Good product and good delivery  
3,Ok  
5,Good  
4,It's quite a good watch for the money offered.... It will suit any person irrespective of age... I will recommend this watch....  
5,nice nice  
5,Good product bat dilevri boy us bad ward  
5,Good quality 👌colors is super expensive it  
3,Awesome watch but price max to max  
5,Very very nice  
5,Very nice looks and service by Flipkart service boy.  
5,Good 👍  
5,Shandaar...  
3,Really product average  
1,Bad product  
5,Nice  
5,Nice  
5,My dad was very impressed after see this watch. Very premium watch.  
5,Good.  
5,Really awesome watch.l m using from last 6. Months.👌  
5,Super  
5,Nice product  
5,Thanks  
5,Lovely product  
4,Super  
5,Good quality.. Original product.  
5,Nice  
5,Good.  
5,Really awesome watch.l m using from last 6. Months.👌  
5,Super  
5,Nice product  
5,Thanks  
5,Lovely product  
4,Super  
5,Good quality.. Original product.  
5,Nice  
5,Nice product  
5,"Very good quality, very nice product and good price  "
5,Looking fantastic  
1,Not good  
4,It's very nice  
4,Very nice goooddddd  
4,Super  
4,Its look very nice  
5,Well done very nice services and delivery time to time and good behaviour thanking you and your team's VIRENDRA SHAW Barrackpore Kolkata West Bengal India  
5,Super  
5,Good  
5,Very good  
5,Nice product 👌  
3,Gd  
5,Amazing  
5,Very good product it looks very nice on hands  
5,Amazing  
5,Very good products  
4,"Nice watch ,,looks like a classic 👌👍  "
5,Very very nice👍 product  
5,Nice product but purchase time view size large but received small dailer 🤨  
4,Nice look  
5,Super sexy watch  
4,Very good looking and nyc product  
5,Nice  
4,Good  
5,My father like it  
4,Nice  
5,very good quality  
5,Quality product  
5,U can trust on flipkart... Best platform to buy💯  
5,Super sexy watch  
4,Very good looking and nyc product  
5,Nice  
4,Good  
5,My father like it  
4,Nice  
5,very good quality  
5,Quality product  
5,U can trust on flipkart... Best platform to buy💯  
1,Bad product because date not working  
5,I gifted to my hubby...& He really like it....  
3,Best product👌  
1,it was not good compereson to photo  
1,Poor quality  
3,Very bed  
5,Nice  
5,Very nice. good look.👌👌  
5,Watch is good but dial small  
5,Fabulous wonderful....  
5,Beautiful watch👌👌⌚ and so stylish... Thnx flipcard..  
3,Nice  
5,Good product  
4,Very niccc  
4,I gift the watch to my hb . He is very happy to get this watch and I am also happy . Thanku flipkart.  
5,One of the best in flipkart.thank u  
5,Nicc  
5,Good watch  
5,I'm happy  
4,Nice  
5,Nice looking Watch...  
4,Very nice watch and quality  
5,Beautiful  
5,Best watch...  Good design...  
5,Super  
5,Mind blowing product  
5,Fantastic  
5,Great design  
4,Ok  
5,Owesome products  
3,Beautiful watch  
5,Good  
4,Good quality  
5,Good watch  
5,Excellent  
5,Is very good pro  
5,Nice product  
5,Awesome  
5,Delivery boy was good and coprating nd products was very good  
5,Veri God Lok best watch supar Look hai  
1,Not good  
5,Good  
5,Very good product  
4,Beautiful  
5,Awesome  Worth for money  
5,Awesome product  Use of money  
5,Nice watch  
5,Nice product  
1,Colur was so dull  
5,Good watch  
4,Thanks flipkart 😁  
5,Super duper  
5,Great product at great price  
5,Excellent  
5,nice watch  
5,It's a very good watch looking so good and styles  
3,Quality wise I give it 2 star because colour get fade.  
5,Gifted this for my dad. Very nice and sleek design. Good looking.  
5,Nice  
4,Looking gorgeous and feel handsome  
5,Nice  
5,The watch looks really good for my dad. Happy with the product and worth the price!  
4,Awesome  
5,Awesome product..👍👌  
5,Nice  
4,Super watch in titan  
5,Good quality as shown in the photos exactly got the same.. perfect fitting 👍👍  
5,Very nice  
4,My father liked it....  
5,Superb  
5,Nice product & excellent  
5,Good.. Loved it  
5,Good  
5,Nice ⌚  
1,Worst packing... Not achieved expectations...  
5,Top 100  
5,Nice  
5,Wonderful  
5,"Its really Extraordinary Product..  Thanks To All All Filpcart Team , For Sending me 100% Original Product  "
5,Its looking superb..nice product actually it is presented to my father.  
5,good looking  
5,Fabulous  
5,"Best watch, perfect fits.  "
4,Good Buy  
5,Nice  
5,I bought it for my father.and it's simply awesome and 100% original product  
5,Very good  
1,Very bed product  
4,A good product of Titan. Watch case little broken except that everything is fine. I'm happy with this purchase.  
3,This no good service.watch battery go down in 4 month.  
5,good luck  
4,Good Buy  
5,Nice  
5,I bought it for my father.and it's simply awesome and 100% original product  
5,Very good  
1,Very bed product  
4,A good product of Titan. Watch case little broken except that everything is fine. I'm happy with this purchase.  
3,This no good service.watch battery go down in 4 month.  
5,good luck  
5,Super thanks to flipkart  
5,Super  
5,Very Nice Good Color  
4,nic  
3,"Awesome watch it, amazing. Nice  "
5,good  
1,It's been a month or two and it's color is faded. Golden color getting faded just by rubbing it with the fingers.  
4,Good quality and look nice  
1,Different received product  
5,superb watch  
4,Fine.  
1,not good  
5,good  
1,It's been a month or two and it's color is faded. Golden color getting faded just by rubbing it with the fingers.  
4,Good quality and look nice  
5,superb watch  
4,Fine.  
1,not good  
4,comfortable with stylish watch  
5,very beautiful watch  
3,good product but case damaged  
5,Fabulous product  
5,quality was awesome  
5,very very nice watch  
5,Nice product my father in law loved it  
5,very good  
5,nice  
5,Best Watch at this range. gifted to my dad. he liked it very much.  
3,Bad experience  
5,Super but rate kurachu kuduthala  
5,h`good  
4,Nice but not mention purchasing date on warranty card  
5,Best Watch at this range. gifted to my dad. he liked it very much.  
3,Bad experience  
5,Super but rate kurachu kuduthala  
5,h`good  
4,Nice but not mention purchasing date on warranty card  
5,nice product  
5,Very nice wrist watch at good price. Good packing and fast delivery.  
5,jast waaw  
5,excelent  
5,good product  
5,Working well even after since 4 years.  
5,Very good product  
5,nice  
4,good watch nice finishing  
5,nice  
5,amazing  
4,good titan  
5,awesome  
1,its heavy  
5,best  
5,Excellent watch... it's not costly...  
3,Good purchase  
5,ok  
5,Awesome watch..Value for money..  
4,Good  
5,Good  
5,Nice Wach  
5,Best paroduct  
5,I bought it for my father ...it's looking really good....jus go for it..  
3,It was good but golden Color is too bright to handle  
4,Excellent look  
5,Nice  
1,My titan watch is slowly moving so Chang of my watch  
1,There is huge difference in photo and real watch.. Dont buy  
5,A very good product.... good delivery  
5,Its value for money  
2,The golden color goes off with time..  
5,Nice item.  Buy it  
5,Excellent  
3,Looks even more better in real  Must buy  
1,Titan big brand but  After two 12 to 15 days plating  Completely remove  Unbelievable  
4,It's very good  
5,This watch is good i have presented to my sir at year ending he also so much liked it  
5,Really good product  
4,Good  
3,Average not good  
3,Gud  
1,Not good  
2,"FOR BETTER PERFORMANCE, BETTER LOOK, HAPPY MOOD, EASY HANDILING , TITAN ANALOG WATCH IS VERY USEFULE IN THE SMALL MARGING , BUY AT THE EARLIEST TO BECOME A MEMBER OF TITAN; ALL THE BEST  "
1,watch....... is not working .....properly.......  
5,Neat and safe packing.thanks for the genuine product and timely delivery Flipkart! My preferred site for shopping!  
1,When I opened cover was broken  
1,Big difference in image color and actual.  
5,Simply Excellent watch and very good service for delivery  
5,Compare the actual color with Titan website. Snapshots at Flipkart has been faded to look matte finish. If you are just looking for a shiny party wear or for functions you can go for it.  Looks elegant and high end.  
4,shipping performance in some pin code area is excellent. But shipping performance in some area is very poor. Please improve for shipping in pin code - 700141.  
4,Good product  
3,Nice  
1,Waste of money  
1,"This watch is very very poor,😭  "
1,"Very poor , because dial is the most beautiful but starp is no so good . Please you don't buy it's.  "
1,very bad  
4,Nyc  
3,"Metrial is not good, the chain is pinching.  "
5,Wow amezing product rich feel  
1,Bad product  
5,Products is very good  
5,Nice product  
5,Very nice... gifted to my husband for onam festival...he loved it very much...nice brand good  
3,Looks really good . Strap is little rough but it's okay  
4,Osm  
1,Very bad  
5,Good product  
1,Not good  
5,Goood  
1,Faltu not ok  
4,Good  
5,the watch is awesome  
4,"Nice product and quality also good,but dial size required just big.  "
5,Nice watch  
5,Gives you a luxury look. 💯  
5,Good  
5,Value for money  
5,Nice product.but belt is hard  
5,It's a very good product  
5,Worth verma worthuuu  
5,Nice styles  
5,I looking and product very good  
4,Nice watch  
5,Very nice  
5,Its a good product  
4,good product  
5,Product feel is good and you should go with it  
4,Wonderful!Its a handsome watch and premium feel...  
5,"Amazing watch and value for money, fully premium watch.  "
5,Good  
4,Nice  
5,Perfect  
5,Nice products 😘  
5,"I ordered this combo pack, but the black watch was used, so I returned this,  But the quality is very good, looks are pretty  "
4,It's more than my expectation❤️  
3,Product quality and design are very good but late delivery service are not good  
5,Good product  
4,Nice product  
4,Nice  
5,Best product  
1,Black watch is average but the other watch leather one is not look like as the mention in the image the dailer in the image is white but I received grey dailer which is not looks good.  
4,Good  
3,Easily borken  
5,Supebbb  
3,White nice but black is almost successfully product  
5,Happy  
5,The watch design and look is good/ but his belt his so low quantity  
5,Very good  
5,Good product  
5,Perledhu bro chep and best  
5,The best product ever  
3,Best watches in this price ❣️❣️  
5,Build quality of this watch is awesome and it is value of money  
5,Awesome product 👍  
1,Normal  
4,Decent Look..  
5,Look's great  
4,Nice product 👍👍👍👍 in this price range  You can go for it 🙌  
5,Awesome look  
5,I loved it  
5,NICE WATCH HAVING ALL BENIFITS OPPPPP  
3,Watch give premium feel by appearance but it’s Day/Date setting is not working properly that’s y have give 3/5 . Apart from that everything is good. Hats off to Flipkart delivery speed ..very quick very active 😊  
4,Good  
5,It's good  
5,Worth buying  
5,Good product 🥰  
4,super looking  
5,nice product 👍  
5,Outstanding product. Less price ..superb peter England ❤️  
1,The watch was not working. N the box was super dirty n old with lots of scratches on it.  
1,Worst product....its just a Chinese product...its work only 1 months..very bad product..don't buy these.  
1,Date and day no work only time work  
5,It was too good it's best finishing like original and it's directly from the factory must buy it  
5,"Very satisfied with the product, looks amazing on my hand 😍  "
5,"Good one,value for money,fully satisfied 😁  "
5,Thanks Flipkart and my fittings was probably so I really happy….and really to good product..  
2,Looking gud but quality not good  
1,Its a worthless item  
5,Very good  
5,Superb Watch i loved it  
5,Good looking  
5,Product is very nice nd feeling so so happy...all functions are very well working  
5,Good product. Thank you flipkart  
5,Nice... 👍👍👍  
5,Product is very Nice but Size Problem  
5,It's superb.. Really..  I loved it so much..  
3,Nice watch.. little heavy  
4,Good product by peter england and timly dellivered by flipkart last week. Rs-1269 is value for money. Can go for it without hesitation. Watch looks classic.  
1,Don't buy this  
5,Nice  
5,It's good and gives a royal look. Perfect fitting  
5,Rick look 👌  
5,Good looking nice quality  
5,Good product 👍🏻😊  
4,Product according to mee  
4,Good product  
5,Awsm watch must buy  
1,Worst product  
1,Price is very high. Average performance  
2,Inside watch box was dirty and it was opened but outside box was sealed watch look is bad inside dail is little dim.  
5,Very nice  
5,Best look and superb  
5,Its just osm  
4,Nice watch.  
5,Nice Watch 😍 Definitely a premium build and design is stylish. Will again review after some months of usage.l  
5,This watch is ossm  
2,Nit bad  
3,I love ❤️  
4,Nice ....  
5,Best watch at affordable price..  
5,Superb  
1,It's not working customers service is worst in this brand. Don't buy this  
3,"Looking gud,👍  Little heavy  "
5,this is amazing product wow 🙂  
4,Mr md ibran ansari  Nice product  
4,Looking like wo  
5,Affordable price and Awesome quality ❤️  
5,Over-all buy you can buy it value of money  
5,Loved it ! Great 😃👍  
5,Perfect  
4,Nice  
3,Nice looking 👌  
5,🤑Value for money💵  ☺Superb performance 😊  😍Nice quality 😘  🚚Delivery in time⌚..  
5,I don't have now. But it's really amazing. Previous watch I purchased always remains my favorite  
5,"Quality super, as expected  "
4,Good 😊💯  
4,Good  
4,Nice 👍  
5,Product is very nice  
5,Value for money  
5,Nice  
1,'Day hand' and 'date hand' was not working....  Very poor quality  
4,Very nice product  
5,Nice  
4,Good you can go for it  
4,Overall Good Product for daily use. Good quality. Paisa vasool.  
5,Very nice  
1,Bad quality  
5,Worth it yrrr  
5,Very nice  
5,Very nice  
5,Good product 👍  
5,Very good Product  
5,It's simply awesome  
4,Good product but at this price market is having varieties of option  
5,Febulas  
5,Nice product thank you Flipkart big billion days unexpected this watch ⌚ really amazing 😍 thank you Peter England watchs and co  
5,Nice watch  
5,Very nice 👍  
5,Awesome Product 🥳  
5,Nice product  
5,Good product  
2,Average watch  
4,Good product  
5,Very nice product  
5,"They should add a extra crown for setting up the watch, there's only one crown and you have to set time and 3 chrono with that one crown .  "
5,Very nice  
5,This product best Service Very good  
5,Nice watch  
5,Nice  
5,Awesome fabulous  
4,Superb quality Products  
4,Value of product  
5,Value for money product...👍🏻  
5,Product is really good but yes it's Heavy..  
5,"Really, this is lovely. U have go try u feel very royal  "
5,Nice watch  
4,"I really loved this product nd colour, style , look everything. It looks absolutely classic  "
5,It's too good👍  
5,Product is good but something is worrng  
5,Made my day.  My husband liked it  
4,Nice product  
5,Nice look  
2,Not much expected level.still watermark showing more than a month  
5,"Really, this is lovely. U have go try u feel very royal  "
5,Nice watch  
4,"I really loved this product nd colour, style , look everything. It looks absolutely classic  "
5,It's too good👍  
5,Product is good but something is worrng  
5,Made my day.  My husband liked it  
5,Superb  
4,Nice product  
5,Very nice product at this price  
5,Beautiful  
4,Watch was Good and feel was also 😊👍  
5,Nice  
4,Design was good and value to the cost  
5,Nice.. Semma worth  
3,I don't like  
5,Product is good but size small.  
5,Without any hesitation you can go with it.  
5,Amazing watch for man  
4,Superb quality and excellent price  
5,Good  
5,It's a good product at low cost  
2,Not good quality  
4,Liked it due to the chronograph.but the dial colour should have been different.  
5,Awesome look nd Classy  
5,Gud  
4,Good quality and nice looking  
1,Nice Looking Watch  
4,Fantastic  
5,Amazing  
5,It is best Quality .  
4,Great  
5,Nice  
3,Okay  
5,Original and amazing product in this price ☺️👍  
4,sexy hot watch  value for money  
5,nice  
5,Lovely  
4,Nice design and quality is good  
5,Very good product first i got wrong product than i exchanged i got a good one for fliokart customer care i'll give 5star very good service within 3 days they exchanged thank you sooooo much flipkart  
5,Gorgeous  
5,Nice product.really good 👍  
5,Low price and good watch  
5,I am satisfied with my order thanks Flipkart ☺️  
4,Super  
5,Good  
5,Very nice product 😍😍😍  
4,Good  
5,Everything is perfect i really love this watch  
5,Awesome  
5,Super product my son is very very very very very very very happy tq flikart 🥰😍🥰😍🥰😍  
5,Nice product...I like it  
4,Superb quality and excellent price  
5,"It's outstanding,, fabulous 👌👌👌👌👌👌👌👌👌  "
5,Very nice product  
5,Good  
5,Best Brand  
4,Nice  
4,Good  
5,Good qualiti watch 👍🙏  
4,Watch is good👌🏻  But the packing by Flipkart was👎🏻  
5,Good product as expect perfect for daily use  
5,Loved it  
4,Good  
4,"Watch look amazing,nice design but strap size short not for wide wrist and normal fit adults  "
5,Very good quality  
5,Super  
5,Excellent  
1,Betl is too short evan I was unable to wear it and also there is color faint on belt  
5,it is a very nice product..i would like to thank flipkart to provide me such a nice product  
4,Nice look so good  
5,Awesome 👍  
5,Nice product  
5,Nice loking for fair people  
5,Good quality  
4,It is nice product. I love it  
5,Very cool Design 😎  
5,Very nice l like it  
3,good  
5,Loved the watch  Go for it👍  
1,Wrost watch  
5,nice  
5,Love it  
5,Good quality  
5,"It’s an amazing looking watch, good for casual wear.  "
5,Nice product  
1,Stopped working within 2 days... Disappointing😞😞😞😞😞  
5,Good  
4,"Really good n iam satisfied for this watch. Offerdable price , go for it👍👍  "
5,Best  
4,Ok  
5,Good  
4,Overall good product...  
4,Nice  
5,Amazing product. Very nice built quality and look-wise also it is nice. Features are also good at this price point. Thank Peter England and flipkart for this amazing product.  
5,Beautiful 👌❤️  
5,Looking goid  
5,Too good😊  
5,Good  
4,It was a good product  
5,Good option.. Nice watch.. Continue with this product.  
5,Amazing watch..good looking.. stylish black 🖤  
4,Good  
5,Ordered it for my dad and it was just amazing. My Dad liked it  
3,Date n day not working  
4,Sooper product...  But expensive  
5,Worth of money .nice product  
3,Nice  
5,Amazing this watch  
5,The Build Quality is Quite Impressive Especially the Chain Strap.  Worthy piece at 1500rs  
5,Best  
5,BEST OPTION  
5,"I can say 3 words only. ""It's just awesome"".  "
1,Nice  
4,Nice  
5,Must buy  
1,Worst product....its just a Chinese product...its work only 1 months..very bad product..don't buy these.  
4,Loved it  Genuine product  Warranty details are clearly informed all in india  
5,It's great. It's same as shown in image. Highly recommended  
3,Nice  
5,Very nice ✨✨  
5,Nice quality watch..  
5,Very nice I like this product my husband  
5,It's looks good and costly  
5,Good watch thank u flipcart  
5,Must buy  
4,Loved it  Genuine product  Warranty details are clearly informed all in india  
5,It's great. It's same as shown in image. Highly recommended  
3,Nice  
5,Very nice ✨✨  
5,Nice quality watch..  
5,Very nice I like this product my husband  
5,It's looks good and costly  
5,Good watch thank u flipcart  
5,Nice look  
5,Super go for it  
5,Nice watch nice look  
4,Perfect  
1,The product is damaged nd not working properly  
5,Best in quality and worth for money. It was delivered within hours as I booked on 21 Oct night and it was at my door step in next morning. Thanks Flipkart happy customer.  
4,"Product is good however, the chain was not fit from right side assembling might not done properly so my advice is please check all the parts before launching it in market for sale. Also date analog is bit complicated in identifying the exact date it could be more better by giving 5, 10, 15, 20, 25, 31. Circle. also we can add the day Changing function by moving anti clock the pin.  "
5,Osm  
5,I loved it. And the design of watch is too good every one from my friend circle like it. And the watch weight is very comfortable after wearing in hand.  
4,Good product  
4,Ok  
5,Best among Peter england at good price  
3,"I had received the watch, with dislocated watch  Stem and crown. The loosen parts on the package box, I found. And repaired worth Rs.250/-. Its purchase had Worthless.  "
5,Best under purchase value  
5,Besy watch with a fantastic look..  
3,Design is classy but weight wise heavy......  
5,Virya good  
3,Not happy  
5,Good  
3,Metal strap os pf cheap quality  
5,Niz one… same as pic..  
5,Supprb  
5,If your budget is low....And wanna more then go for it...  Feel premium  Working well  
5,Super nicely comfortable  
5,Classy and decent look.. go fr it  
5,Good  
5,I'm totally satisfied with this product  
1,The watch was not working. N the box was super dirty n old with lots of scratches on it.  
1,Worst product  
5,Superb..go for it  
1,Its a worthless item  
